Title,Author,Publication Date,URL,Category,Content
A guide to iOS 18’s hidden features and smaller updates,Ivan Mehta,2024-09-22T07:00:00-07:00,https://techcrunch.com/2024/09/22/a-guide-to-ios-18s-hidden-features-and-smaller-updates/,Apps,"Comment Apple’siOS 18 update became available to all userson September 16. Ahead of the release of Apple Intelligence, the most important new features have been the ability to customize icons on the Home Screen, swap out app shortcuts on the Lock Screen, the redesigned Control Center, support for RCS, and the new Passwords app. But there are a ton of other small and fun changes that might be useful, as well. We put together a list of some of our favorite under-the-radar features that you might have missed. Additional reporting: Sarah Perez Powered byWordPress VIP"
Linus Torvalds explains why aging Linux developers are a good thing,Paul Sawers,2024-09-22T06:00:00-07:00,https://techcrunch.com/2024/09/22/linus-torvalds-explains-why-aging-linux-developers-are-a-good-thing/,No category,"Comment Linux’s luminary linchpin,Linus Torvalds, says that despite longstanding reports ofburnout in the open source software development realm, Linux is as strong as ever — though he acknowledges his project is perhaps something of an outlier due to its scale and scope. Speaking to Verizon’s head of open source Dirk Hohndel at the Linux Foundation’sOpen Source Summit Europein Vienna on Monday, Torvalds tackled a topic that has frequently reared its head inthe Linux worldandbeyond: anaging developer communityprone to burnout. “It is absolutely true that [Linux] kernel maintainers are aging, but there is a positive spin on that,” Torvalds said. “How many [open source] projects have maintainers that have literally been around for over three decades? It is very unusual. So when people say, ‘developers burn out and go away’ — yes, that’s true, but that’s kind of normal. What is not normal is that people actually stay around for decades, that’s the unusual thing, and I think that’s to some degree a good sign.” Historically, Linux was very much a C-centric kernel, but in 2022 the projectintroduced official support for Rust, a general-purpose, open-source programming languagebacked by many big-name technology companies. Just a few weeks back, Rust for Linux project lead Wedson Almeida Filhoannouncedthey were stepping down after almost four years, as they found themselves “lacking the energy and enthusiasm” to deal with some of the “non-technical nonsense” surrounding the project. Andback in January, senior Rust engineerJynn Nelsonalso noted that the burnout problem is very real. “The number of people who have left the Rust project due to burnout is shockingly high,” Nelson wrote. “The number of people in the project who are close to burnout is also shockingly high.” Linux is probably the most successful open-source project of all time, intersecting with everything from web servers and ATMs, to desktop and mobile operating systems. During these growth years, Torvalds has branched out andcreated the omnipresent version control systemknown as Git. But some 33 years onfrom Linux‘s inception, Torvalds remains the kernel’s central maintainer, with support fromtens of thousands of contributorsstemming from corporations reliant on Linux, as well as sources closer to home such as Linux Foundation fellowGreg Kroah-Kartman, who leads on the Linux kernel’s stable release. “I think part of the issue with us having a lot of developers, is that we’ve always had a lot of people who are very competent and could step up,” Torvalds said. “Greg hasn’t always been Greg — before Greg, there were Andrews and Allens, and after Greg there will be Shannons and Steves. There are people who have been around for decades, and the real issue is that you have to have a person — or a group — that people in the development community can trust. And part of trust is fundamentally about having been around for ‘long enough’ that people know how you work.” However, Torvalds acknowledged that such an ecosystem can be daunting and difficult for younger or less-experienced developers to enter, especially when they see incumbents that have been around so long. But despite that, there are newcomers who manage to make their way into the heart of the Linux project. “We have core developers that are top-level maintainers for major subsystems, who have come up in just a few years,” Torvalds said. “It’s not instant, but there are new people who come in, and three years later they are a main developer. It is not impossible at all. I think we have a fairly healthy developer subsystem, but the whole monkey dance about developers, developers, developers… we’ve got them. The fact that we also have these old, ‘graying’ people around — I don’t see that as a huge problem.” Powered byWordPress VIP"
The TechCrunch Cyber Glossary,Lorenzo Franceschi-Bicchierai,2024-09-22T05:30:00-07:00,https://techcrunch.com/2024/09/22/techcrunch-reference-guide-to-security-terminology/,Security,No content
Some startups are going ‘fair source’ to avoid the pitfalls of open source licensing,Paul Sawers,2024-09-22T05:00:00-07:00,https://techcrunch.com/2024/09/22/some-startups-are-going-fair-source-to-avoid-the-pitfalls-of-open-source-licensing/,No category,No content
Google CEO Sundar Pichai announces $120M fund for global AI education,Anthony Ha,2024-09-21T13:48:15-07:00,https://techcrunch.com/2024/09/21/google-ceo-sundar-pichai-announces-120m-fund-for-global-ai-education/,AI,"Comment Speaking Saturday at the UN Summit of the Future, Google CEO Sundar Pichai described AI as “the most transformative technology yet” and announced a new fund for AI education and training around the world. Pichai pointed tofour broad opportunitieshe sees for AI and sustainable development: helping people access information in their own language, accelerating scientific discovery, providing alerts and tracking around climate disasters, and fueling economic progress. Pichai acknowledged that AI also presents risks, for example with deep fakes, though he didn’t mentionAI’s impact on the climate. He added that he wants to avoid a global “AI divide” and that Google is creating a $120 million Global AI Opportunity Fund through which it will “make AI education and training available in communities around the world” in partnership with local nonprofits and NGOs. On the same theme, Pichai called for “smart product regulation that mitigates harms and resists national protectionist impulses” — otherwise, he predicted regulation could “widen an AI divide and limit AI’s benefits.” Powered byWordPress VIP"
X reverses course in Brazil,Anthony Ha,2024-09-21T11:41:19-07:00,https://techcrunch.com/2024/09/21/x-reverses-course-in-brazil/,Social,"Comment It seems that Elon Musk-owned social network X (formerly Twitter) is backing down from a confrontation with Brazil’s Supreme Court. The New York Timesreported on a new court filingin which the company’s lawyers said X had complied with the court’s orders — blocking designated accounts, paying fines, and naming a new formal representative in the country. In a filing of its own, the Supreme Court reportedly responded by telling X it had not provided the proper paperwork and giving it five days to do so. The dispute started with an investigation by Supreme Court Justice Alexandre de Moraes into election misinformation. Moraes ordered the company to block certain accounts, and while X said at one point thatit would comply, it insteadshut down operations in Brazil. Moraes thenbanned the serviceand threatened users with fines if they tried to get around the ban using a VPN. X came back online in Brazil earlier this week, although Cloudflare CEOMatthew Prince told TechCrunchthat the timing of the company’s recent switch to Cloudflare infrastructure is just a “coincidence.” During the ban, Brazilian users sought out social media alternatives, leading to dramatic growth atBlueskyandTumblr. X did not immediately respond to TechCrunch’s request for comment, and neither Musk nor X’s Global Government Affairs account appears to have mentioned the news. (Both accounts have criticized Moraes’ decisions in the past.) On Wednesday, Xsaidit would “continue efforts to work with the Brazilian government to return very soon for the people of Brazil.” Powered byWordPress VIP"
Amazon says no to remote work,Cody Corrall,2024-09-21T10:05:00-07:00,https://techcrunch.com/2024/09/21/amazon-says-no-to-remote-work/,Social,No content
Qualcomm may be trying to buy Intel,Anthony Ha,2024-09-21T09:35:36-07:00,https://techcrunch.com/2024/09/21/qualcomm-may-be-trying-to-buy-intel/,Hardware,"Comment Chipmaker Qualcomm is trying to buy rival Intel, according to multiple reports. The Wall Street Journalbroke the news late Fridaythat Qualcomm had approached Intel about a takeover.The New York Timessubsequentlycorroborated the story, while adding that no official offer has been made. Even if there is an offer, it’s not clear whether Intel would accept it or if regulators would approve. (Qualcomm did not immediately responded to TechCrunch’s request for comment; Intel declined to comment.) Once the industry leader, Intel has struggled due to a lack of mobile strategy. It reported a $1.6 billion loss in the second quarter of this year and has been implementing a $10 billion cost reduction plan that would eliminate 15,000 jobs. It’s also moving tospin out its chip foundry businessas an independent subsidiary. Intel currently has a market capitalization of around $90 billion, while Qualcomm’s is around $190 billion. Both companies have been overshadowed recently by Nvidia as the AI boom drives demand for chips. Powered byWordPress VIP"
India’s Oyo acquires Motel 6 for $525M,Anthony Ha,2024-09-21T08:55:08-07:00,https://techcrunch.com/2024/09/21/indias-oyo-acquires-motel-6-for-525m/,Startups,"Comment One of India’s largest startups, budget hotel company Oyo, hasreached a dealto acquire G6 Hospitality, which operates Motel 6. Oyo says it will pay Blackstone Real Estate $525 million in an all-cash transaction. The acquisition also includes the Studio 6 extended stay brand and is expected to close in the fourth quarter of this year. The Indian startup opened its first U.S. location in 2019 and now operates more than 320 hotels across 35 states. Oyo is dramatically expanding its North American footprint by acquiring Motel 6 — arguably the best-known budget motel brand in the country, with a franchise network of around 1,500 locations in the United States and Canada. “This acquisition is a significant milestone for a startup company like us to strengthen our international presence,” said Oyo International CEO Gautum Swaroop in a statement. He added that Motel 6 will “continue to operate as a separate entity.” Founded in 2012, SoftBank-backed Oyo’s was valued at $10 billion in 2019, but has struggled in recent years due to pandemic-related challenges, as well ascriticism over practicessuch as offering rooms from unavailable or unlicensed hotels. Over the summer, TechCrunchreported on a new funding roundthat saw the company’s valuation fall to $2.5 billion — less than its total capital raised. (Oyo has denied reporting about its lowered valuation.) Motel 6, meanwhile, was founded in 1962. It popularized the budget motel concept (rooms originally cost $6 a night) and was eventually acquired by Blackstone for $1.9 billion in 2012. Powered byWordPress VIP"
Electric outboard startup Pure Watercraft is selling itself for parts,Devin Coldewey,2024-09-21T08:47:00-07:00,https://techcrunch.com/2024/09/21/electric-outboard-startup-pure-watercraft-is-selling-itself-for-parts/,Climate,"Comment A hopeful entrant in the emerging market of electric watercraft is out of action and being sold for parts. Pure Watercraft was founded in 2011 with the intention of replacing gas-based outboard motors with fully electric ones. Wecovered the company in 2016when it began taking preorders for its first commercial outboards, and in 2020 Pureraised $23 millionto step up production.GM even took a 25% stake in Pureas part of its big investment in electric infrastructure. The company offered an electric outboard and battery combo that could be mounted on a boat like any other outboard, or in a package with a rigid inflatable or pontoon boat. With prices ranging from $21,600 for just propulsion to nearly $100,000 for a full boat, Pure’s products were arguably no more affordable up front than gas options, but they were certainly a lot cleaner and quieter. But a tough market seems to have put an end to Pure’s ambitions. The company entered receivership — a sort of alternative form of bankruptcy — in July, per filing documents in King County, Washington, where it is based. In August it was also reported that a planned multi-million-dollar factory in West Virginiawould not be going forward. The documents describe numerous creditors, from individual investors to banks to the big one, GM, which put approximately $35 million into the venture. That wasn’t all cash, though: listed among Pure’s assets is some $25 million worth of “manufacturing support,” “know-how,” licensing of the name, and other forms of non-pecuniary goods. (This type of in-kind investment is fairly commonplace.) On the asset side, we find $3.6 million in “finished goods,” likely the assembled motors and battery units built by Pure, though why those would not have gone out to the more than 900 people who paid a down payment is unclear (nor is whether refunds will be issued). Another $25.5 million of “raw materials” is also listed, but what this may be is unclear — other documents detailing sale of assets like boats and batteries don’t come near that sum. TechCrunch has asked both Pure and GM for comment on the matter. GM did not offer a substantive response and we have not yet heard back from Pure. Electric watercraft is a growing but still nascent industry, with startups likeCandela,Navier,FleetZeroandZin Boatsmaking a play for cleaner, more efficient waterways and infrastructure. Powered byWordPress VIP"
"Moksha, the gamified meditation device, makes breath work exercises more engaging",Lauren Forristal,2024-09-21T08:00:00-07:00,https://techcrunch.com/2024/09/21/moksha-gamified-meditation-device/,Gadgets,"Comment Moksha’s meditation tool aims to kick traditional breath work exercises to the curb. As most breathing tools on the market are designed to do,Mokshaaims to help train you to breathe longer and deeper, whichstudieshave shownnaturally calm you down, relax your muscles, slow your heart rate, and stabilize your blood pressure. The smart breathing device — now available on the company’swebsiteafter launching onKickstarterlast year with over 400 preorders — is a sleek metal pendant with a mouthpiece that you can inhale and exhale through. The idea for the Gamified Meditation Tool, as the company calls it, is that by inhaling and exhaling through a small cylindrical structure, you can better control and slow your breathing. Yash Ghanekar and his co-founder Jaymin Shah came up with the idea for Moksha after dealing with some personal things that affected their mood and well-being. “My close friend had passed away, and it really triggered my anxiety to new heights. I always dealt with general anxiety and just the stress of school and social situations, but this took it to a new level, where I was having panic attacks night after night,” Ghanekar told me. Shah’s brother, a doctor, told them about the benefits of breath work, and it inspired them to collaborate with R&D experts, data scientists, mechanical engineers, and designers to build their flagship device, theBeam, a $43 necklace with a metal pendant attached to it. It also comes with afree stand-alone app. “The feedback was remarkable. We got all kinds of people reaching out to us, saying that it saved their lives. People were coming to us with all kinds of collapsed lung disease conditions, with PTSD, with anxiety, and saying that this breath work tool is really helping them,” Ghanekar said. After the success of its first device and app, the company decided to launch a smart tool that merges the two products. The most unique selling point of the Gamified Meditation Tool is that it features air pressure sensors and haptic feedback technology to help beginners learn how to breathe and meditate properly. After inhaling for 2 to 8 seconds (depending on the type of meditation exercise) andthen exhaling for 5.5 seconds, the device vibrates as a signal to begin inhaling again, eliminating the need to count in your head and helping you stay focused. This is indicated by a light buzzing feeling on your fingertips. When connected through Bluetooth, it can also track your breathing data. Notably, Moksha designed its device to resemble a vape or cigarette. The company hopes this will help redirect smokers from unhealthy habits. “Our idea is to move everything away from this oral fixation of vapes and weed pens and move it more towards mental health,” Ghanekar said. Moksha claims the device is nickel- and lead-free and doesn’t contain “chemicals or toxins that may injure your respiratory health.” The mouthpiece can be removed for easy cleaning or replaced with a new one. Its portable charging case provides up to 60 hours of battery life. The tool’scompanion iOS appoffers breath control games, playlists, and meditation exercises to make breath work more engaging. The app offers five breath work categories that all provide different benefits: Calm, Energy, Morning, Recovery, and Sleep. Each exercise follows a similar format: a brightly colored circle expands and contracts to help you center your breathing, accompanied by calming music or nature sounds in the background. It’s the addition of the breathing tool that Moksha thinks will help people feel confident that they’re doing the breath work correctly. An enjoyable part of testing was playing the breath control game known as Copter. In this game, the player maneuvers a ball through the sky, dodging clouds by using controlled inhalation and exhalation to guide the ball up and down. While addictive, it reminded me that I should practice breath work more frequently. (Why was I so bad at something as basic as breathing?) It also reminded me of existing medical tools, such asthe incentive spirometer, which acts as exercise equipment for patients to maintain strong lungs. Similar to many traditional meditation apps, it monitors meditation sessions and maintains a daily log of users’ moods and thoughts. The smart breathing device costs $150, which may seem like a steep price for something that gets you to do a thing you do every day for free. But the price is comparable to other meditation devices:Moonbird, which you hold in your hand, costs $199; andThe Shift, another breathing device, retails for between $65 and $340, depending on the material it’s made out of. I’ve attended several breath meditation courses before in an attempt to alleviate my anxiety, but I always struggled to get into it and make it a regular habit to see real results. However, after using Moksha for nearly a month, I can say that it has made the practice a bit less boring for me. Admittedly, it’s still not a daily part of my routine, but I find myself gravitating toward it before going to stressful events or to wind down after a long week. Moksha also has a new game launching soon, so I look forward to trying that out, too. The handheld device can be used as a stand-alone product, but the app offers some free games and exercises. For $8 a month, you get access to its full library of over 500 breathing activities. Moksha’s app also features a gamified reward system that offers discounts on coffee and clothing for users for simply using the app and, well, breathing. The company teamed up with Instacart, NBA Store, and Fanatics to offer coupons. The company claims to have over $1 million in lifetime sales. To date, Moksha has raised a little under $200,000 from Republic and angel investors. Powered byWordPress VIP"
Tesla Superchargers: All the EV brands that have access,Rebecca Bellan,2024-09-21T07:00:00-07:00,https://techcrunch.com/2024/09/21/tesla-superchargers-all-the-ev-brands-that-have-access/,No category,"Comment Eighteen months ago, Ford triggered a transformation when the U.S. automaker locked in a deal to give owners of its EVsaccess to the Tesla Supercharger network. In a stunning shift, automaker after automaker — from GM and Hyundai to Rivian and Mercedes — followed suit. By the end of 2023, nearly every major automaker had agreed to adopt Tesla’s North American Charging Standard (NACS) and promised EV owners that adapters would soon be on their way. Most non-Tesla customersare still waiting. However, GM’s announcement earlier this week may provide an electric lining of optimism. EV owners of GM vehicles like the Chevrolet Silverado EV and Cadillac Lyriq will nowofficially have accessto Tesla’s Superchargers. All GM EV owners need to do is purchase, and wait for, the GM-approved adapters that will allow their cars to charge on Tesla’s ports. More may soon follow. TechCrunch is tracking which brands have access to the Tesla Supercharging Network and will be updating this list. In November 2022, Tesla shared its EV charging connector design in an effort to encourage network operators and automakers to adopt the technology and help make it the new standard in North America. At the time, every other automaker was using the Combined Charging Standard (CCS) in North America. Mass adoption seemed unlikely at the time even though Tesla’s charging network was consideredfar superiorthanks to its robust and user-friendly design and the ease of paying for the EV juice. Six months later, Ford became the first to announce it would work with Tesla in a deal that would give its customersaccessto more than 12,000 Superchargers across the U.S. and Canada. But it wasn’t just about giving Ford EV owners access to a special adapter. Ford also committed to integrating its future EVs with NACS ports instead of CCS. Rivian, GM, BMW, Honda, Hyundai, Volkwagen, Porsche, Audi, Hyundai, Kia, Lucid, and Stellantis followed. In the U.S. today, there are 36,499 NACS ports available publicly (although some of those might be fromother EV charging companiesthat have adapted Tesla’s standard), compared to around 16,925 CCS ports. That’s despitefederal dollarsthat have gone explicitly to the buildout of CCS chargers. For EV owners stuck with a CCS port, they’ll have to hold out for manufacturer-approved adapters. While there are some third-party adapters that claim to be compliant with certain safety and performance standards, likeLectron’s Vortex Plugfor $199,Tesla’s websitesays such adapters are prohibited. A GM spokesperson told TechCrunch its adapters have been specifically designed to protect GM EV batteries while charging and that its vehicle warranty doesn’t cover damage to vehicle parts resulting from the use of non-GM approved adapters. In late August, Tesla posted on X that it hadramped up productionof adapters. That statement, combined with GM’s announcement, could mean that even more non-Tesla EVs will be pulling up to Supercharger stations soon. They’ll all have to download the Tesla app so they can pay for charging. As of September 2024, GM has finally updated the software on its Chevy, Cadillac, and GMC EVs so customers can use Tesla’s Superchargers. If they want access soon, they need to purchase a “GM approved” adapter through their app for $225. GM wouldn’t say how long shipping would take. A GM spokesperson said the company already has an inventory of the adapters and that it’s worked with multiple suppliers to manufacture the approved NACS DC fast-charging adapters. From 2025 onward, GM’s EVs will be built with the NACS charge port. Certain Ford customersofficially gained accessto Tesla Superchargers in February, but ongoing supply constraints have delayed the delivery of free fast-charging adapters for most customers (although Ford says the delays have affected “some” customers). Current owners of the Mustang Mach-E and Ford F-150 Lightning who have yet to order their adapter can do so through their Ford Pass app. The deadline to apply for a free adapter is September 30. EV startup Rivian officially got access to 15,000 Superchargers across North America on March 18, 2024. At the time, Rivian promised to begin sending adapters to customersstarting in April. A Rivian spokesperson told TechCrunch the automaker began delivery this spring and continues to ship adapters as quickly as it receives them. TechCrunch will update the list as automakers gain official access. Powered byWordPress VIP"
Shelf is a social network based on the media you consume,Jagmeet Singh,2024-09-21T06:00:00-07:00,https://techcrunch.com/2024/09/21/shelf-is-a-social-network-based-on-the-media-you-consume/,Apps,"Comment Social networks have become increasingly homogenous, showing everything from text to short videos across platforms, where algorithms often overshadow your creativity. In this ubiquitous environment, it’s harder than ever to get a genuine sense of someone’s vibe before deciding to follow them. EnterShelf, an app that lets you create a personalized “storefront” of your media habits, then connect with others based on the movies, shows, books, games, and music they consume. It also lets you track progress while reading your favorite book or watching a trending show. “If you observe culture at large on the internet, it’s shifting away from posting selfies to here’s what I’m reading, watching, screenshots of the reviews of my movies and so on. It’s essentially going deeper about a person, trying to understand what they’re in … that’s what Shelf is all about,” said Jad Esber, founder and CEO of Koodos Labs, the startup behind Shelf, in an interview. Esber grew up writing online poetry anonymously, then spent the early years of his career at YouTube in London from 2015 to 2018. During this time, he worked on the creator side of the Google subsidiary, helping people create content, grow their audience, and monetize their work. This was when YouTube grew its creator ecosystem in various emerging markets outside the U.S. After spending over three years at Google, the Cambridge University master’s graduate returned to academia, joining Harvard University to research consumer internet trends and study the internet academically. That eventually helped him conceptualize Shelf in a market full of social media apps with millions and billions of users. “We built many, many products,” Esber told TechCrunch. “They all didn’t work until Shelf, and Shelf emerged from those learnings.” The Shelf app, available on iOS and coming to Android, lets you connect your accounts associated with media, including Apple Music, Goodreads, Netflix, Spotify, and YouTube, then builds a customizable “storefront” web page that updates automatically based on your consumption progress. You can also manually add links to any other internet service to your virtual shelf — even links to yourfavorite TechCrunch articles, which you can showcase to your followers. The New York-based startup also plans to expand the list of supported services, including Steam for gamers. “[A]s humans and as people online, we’re very multi-hyphenate. We’re not just into music, movies, shows, and all these things. Adding support for certain categories will expand the user base, but at the same time deepens the use case for existing users,” Esber said. You can choose a URL for the digital shelf based on your preference. Likewise, the app lets you customize the interface by changing the background color and moving items depending on your taste. Koodos plans to monetize Shelf by offering new customization options. It could also explore monetizing insights that the app surfaces, Esber told TechCrunch. Unlike apps that call the data using APIs, Shelf works regardless of whether the platform has a first-party API. Generally, when users select a third-party service like Spotify or Apple Music from the Shelf UI, they’re signed in (either via a redirect to that app, or via a pop-up screen). Once the user has signed in, Esber can pull all the information about that user’s media consumption directly from the app. Esber also stated that the startup does not use the data Shelf gets from the services users list on the app to train AI, which has become a common practice among online platforms nowadays. This data-sharing is powered by a technology called DataMover, and Koodos has been working with other apps to expand this solution as well (although Esber wouldn’t say which ones). He compares DataMover with the data transfer network for fintech Plaid. “In a similar way [to Plaid], we’re affording that user provision access to data to other applications, too,” he said. Alongside letting users create their storefronts for the public, Shelf has begun testing a private experience for some users, who only want to track their own media consumption without sharing it. “We intend to be a fun utility that anyone can use over time. Everyone has a bookshelf in their living room or at home. So, why can’t everyone have the Shelf?” Esber said. Launched publicly this summer after its beta testing at the end of last year, Shelf has added half a billion items by its users. Esber declined to share user numbers but said the number of shelves on the app is growing by 40% month-to-month and that users visit Shelf an average of five times a week to check in on or update their digital shelves or keep up with others’ shelves. Koodos has raised $7 million in total from investors, including First Round Capital, M13, Blockchain Capital, and IDEO, as well as the founders of companies, including Zynga and VSCO. It also counts Pinterest co-founder Evan Sharp, Dubsmash co-founder (now Reddit VP) Suchit Dash, and the pioneers of market design at Harvard, Professors John Deighton and Scott Kominers as advisors. Powered byWordPress VIP"
The EU’s 10 biggest antitrust actions on tech,Natasha Lomas,2024-09-21T05:00:00-07:00,https://techcrunch.com/2024/09/21/the-eus-10-biggest-antitrust-actions-on-tech/,Government & Policy,"Comment The U.S. innovates and the EU regulates, or so certain transatlantic punters love to harp. We’re not going to get embroiled in that noise here, but two things are clear: The bloc’s Single Market has its own particular set of rules, and quite a lot of U.S. tech giants have run afoul of European Union competition regulations over the past several decades. Make of that what you will. Earlier this month, as she reveled innailing a couple of major antitrust case appeals against Apple and Google, the EU’s outgoing competition chief, Margrethe Vestager, jokingly referred to Big Tech as some of her best customers. Ouch. We’ve compiled a list of 10 of the biggest EU antitrust actions targeting tech to give a snapshot of the most high-profile — if not always consequential — competition skirmishes between Brussels and industry heavy hitters over the past several decades of digital development. The list is ordered based on the size of the fine or liability involved. While it’s fair to say the EU’s antitrust tech enforcement outcomes have varied, one lasting legacy is that some of these major cases served as inspiration for the bloc’sDigital Markets Act: A flagship market contestability reform that could see major tech players hit harder and faster in the coming years. It’s finally Big Tech’s time to buckle up. No oneenjoyspaying their taxes, even less a demand for unpaid back taxes. But by September 2018, Apple had justfinished handing the EU an eye-watering€13.1 billion(then worth $15.3 billion) after the bloc successfully sued one of its member states, Ireland, over illegal tax breaks granted to Apple between 1991 and 2014. The State Aid case, which falls broadly under the bloc’s competition rules, went back and forth through EU appeal courts. But inSeptember 2024, the Court of Justice affirmed the original August 2016 Commission finding of unlawful State Aid. With the top court weighing in with a final ruling (not a referral back to a lower court), Apple’s legal options to continue challenging the decision are all but exhausted, and the billions in underpaid taxes sitting in an EU escrow account look set to finally pour into Ireland’s coffers. Micromanaging the software that mobile device makers could bundle with its operating system, Android — to get its own wares in front of Android users regardless of the hardware they picked — got Google into costly hot water in the EU in recent years. Around $5 billion worth of antitrust heat, in fact. The2018 Commission decisionsanctioning it for abusing a dominant position was, and still is, a record-breaking penalty for this category of competition abuse. The original EU€4.34 billionfine on Google was revised down slightly, to €4.125 billion, in a September 2022appeal decision by the General Court. However, the judges largely upheld the original Commission decision, rejecting Google’s bid to overturn the enforcement. Back in June 2017,Google was hit with another(at the time) record-breaking€2.42 billionpenalty for abusing a dominant position — this one in relation to how it operated its product comparison service, Google Shopping (previously branded Google Product Search and, before that, the pun-tastic Froogle). The bloc found that Google had not only unfairly favored its own (eponymous) shopping comparison service in organic search results, a market the tech giant has almost entirely sewn up in Europe, but had also actively demoted rival comparison services. The multi-billion-euro fine ensued — worth around $2.73 billion at the time it was announced — and was subsequently affirmed in aSeptember 2024decision by the EU’s top court. The EU branched into a competition theory of harm that accused Apple of consumer exploitation, rather than exclusionary conduct, in this long-running enforcement against Apple’s conduct in the music streaming market on iOS. The bloc’s competition division changed tack a few times, as it investigated iOS developer complaints against the App Store operator. But in March 2024 it ended uphitting Apple with a€1.84 billionfine(around $2 billion) for banning developers from telling iPhone users about cheaper deals available outside Apple’s store. The vast majority of the financial sanction — a full €1.8 billion — was applied on top of the EU’s standard damages calculation, which the bloc said it hoped would act as a deterrent. (Without it, the fine would have been a mere €40 million — or a “parking ticket” level penalty for Big Tech.) Yet another billion+ antitrust penaltyhit Google for abuse of dominancein March 2019, when the bloc sanctioned the company over its search ad brokering business. The Commission found it had used restrictive clauses in contracts with customers between 2006 and 2016 in a bid to squeeze out rival ad brokers. A penalty of€1.49 billion(or around $1.7 billion) was duly imposed. However, in September 2024, despite upholding the majority of the Commission’s findings, the EU’s General Courtannulled the AdSense decisionin its entirety over errors in how the Commission assessed the duration of Google’s contracts. It remains to be seen whether the EU will appeal. The Commission still has another (open) case probing Google’s adtech stack more broadly, which could also make the AdSense case look like small beer. Margrethe Vestagerwarned last yearthat if the suspected violations are confirmed, a structural separation (i.e., breaking up Google) may be the only viable remedy. In 2012, the EU handed down a total of€1.47 billionin fines ina cartels caserelated to the sale of components used in the manufacture of computer monitors and TVs. A raft of electronics giants were caught up in the enforcement over price-fixing of cathode ray tubes (CRT) between 1996 and 2006. The components were used in computer monitors and TVs in the pre-flatscreen era, and the Commission found that hardware makers had colluded to fix prices. Fines were handed down to seven electronics giants that were involved in either one or two CRT cartels, including LG, Panasonic, Philips, Samsung, and Toshiba. Going further back in time, we arrive in May 2009, at what was thena record€1.06 billionantitrust penalty for chipmaker Intelafter the EU found that the U.S. giant had abused a dominant position to exclude rival AMD. Intel had been paying computer manufacturers and retailers to postpone, cancel, or otherwise avoid using or selling AMD’s products, and the EU found these exclusionary practices breached competition rules. The chipmaker appealed the EU’s enforcement with some success over the following decade of legal arguments. In 2017, the Court of Justiceset aside an earlier rulingby a lower court and referred the case back to the General Court, which went on to annul part of the Commission’s decision, while allowing that some of Intel’s practices had been unlawful. The Court quashed the original fine in its entirety, owing to uncertainty over the penalty calculation, butlast yearthe EU reimposed a fine of €376.36 million on Intel — for the “naked restrictions” that the Court had upheld. Appeals still rumble on, so where this enforcement finally ends up remains to be seen. In early 2018, it wasmobile chipmaker Qualcomm’s turnto be hit with a beefy EU antitrust penalty:€997 million(or around $1.23 billion at the time). The sanction was for abuse of a dominant position between 2011 and 2016. The enforcement focused on Qualcomm’s relationship with Apple, and the EU decided it had shut rival chipmakers out of the market for supplying LTE baseband chipsets by paying Apple to exclusively use its chips for iPhones and iPads. However, Qualcomm appealed the decision, and in June 2022 the EU General Courtruled in its favor, rejecting the Commission’s analysis and also finding some procedural faults with its case. The EUlater confirmedit would not appeal the judgment, so this is one sizable antitrust penalty that didn’t make it beyond the headlines. The bloc has had better luck in a separate (longer-running) antitrust procedure against the chipmaker: In September 2024, the General Courtlargely upheld a Commission penaltyon Qualcomm of just under $270 million in a case related to predatory pricing. We have to wind back the clock all the way to March 2004 to arrive at the EU giving Microsoft a spanking for abusing a dominant position with its Windows operating system. The then-record€497 millionpenalty (around $794 million) would be worth closer to €762 million (or ~$1.3 billion) today, factoring in Eurozone inflation (perthis tool). The original complaint sparking the investigation into Microsoft’s licensing and royalties practices dated all the way back to 1993. The EU’s enforcement on Microsoft wasupheld on appeal. As well as handing down a fine, the bloc ordered various remedies, including interoperability requirements, and a second, larger penalty of €899 million was handed down on Microsoft inFebruary 2008for noncompliance. A 2012 decision by the EU’s General Court upheld the noncompliance penalty but reduced the level of the noncompliance fine slightly to €860 million. In anOctober 2017 State Aid case, the EU argued that Luxembourg, the member state where e-commerce giant Amazon has its regional base, had granted the company “undue tax benefits” between May 2006 and June 2014. The Commission found that Amazon’s corporate structure in the country had allowed it to pay four times less tax than other companies based there — a tax break the EU calculated was worth around€250 million. (The EU does not issue fines for State Aid cases but requires any unlawfully uncollected taxes to be recouped.) But while the Commission took issue with Luxembourg’s method of calculating Amazon’s taxable profits in the country, unlike in the aforementioned Ireland-Apple State Aid case, its arguments did not prevail in court: In a final rulinglate last year, the EU’s top court struck down the Commission decision, finding that the EU had not established that the Luxembourg tax ruling was illegal State Aid. The upshot? Amazon was off the hook. Powered byWordPress VIP"
